   0 	 867.26 	 993.18 	 1122.85
    1 	 846.93 	 1003.22 	 1128.09
    2 	 868.19 	 1001.36 	 1121.58
    3 	 888.89 	 1004.07 	 1147.25
    4 	 898.04 	 1005.31 	 1179.99
    5 	 893.96 	 1012.05 	 1164.24
    6 	 951.77 	 1016.48 	 1174.58
    7 	 911.34 	 1010.51 	 1101.58
    8 	 899.30 	 1012.88 	 1107.73
    9 	 957.80 	 1025.01 	 1098.38
   10 	 939.93 	 1023.23 	 1108.27
   11 	 862.37 	 1028.45 	 1094.37
   12 	 851.54 	 1026.99 	 1144.56
   13 	 856.40 	 1026.57 	 1137.28
   14 	 878.30 	 1034.18 	 1140.29
   15 	 922.83 	 1036.17 	 1147.68
   16 	 932.75 	 1032.09 	 1128.99
   17 	 888.49 	 1035.91 	 1146.48
   18 	 875.10 	 1038.95 	 1134.56
   19 	 878.63 	 1040.59 	 1147.78
   20 	 864.48 	 1020.34 	 1140.15
   21 	 886.49 	 1021.55 	 1113.18
   22 	 894.22 	 1017.70 	 1126.62
   23 	 913.41 	 1031.26 	 1135.59
   24 	 890.00 	 1033.57 	 1127.64
   25 	 914.19 	 1033.14 	 1145.72
   26 	 930.76 	 1030.22 	 1136.67
   27 	 924.51 	 1031.99 	 1121.27
   28 	 920.58 	 1037.96 	 1135.87
   29 	 934.31 	 1022.07 	 1136.04
   30 	 918.03 	 1034.58 	 1139.70
   31 	 955.00 	 1048.05 	 1124.94
   32 	 919.48 	 1062.15 	 1156.63
   33 	 915.94 	 1071.77 	 1175.82
   34 	 973.36 	 1063.31 	 1132.08
   35 	 1003.18 	 1065.03 	 1130.57
   36 	 982.25 	 1069.54 	 1154.56
   37 	 985.79 	 1060.22 	 1137.22
   38 	 966.00 	 1065.24 	 1145.46
   39 	 901.98 	 1073.68 	 1182.50
   40 	 982.60 	 1095.86 	 1186.45
   41 	 931.74 	 1099.63 	 1197.36
   42 	 979.25 	 1103.11 	 1196.63
   43 	 996.02 	 1114.35 	 1183.65
   44 	 977.17 	 1108.91 	 1176.21
   45 	 1023.60 	 1111.29 	 1170.01
   46 	 1022.99 	 1107.25 	 1180.84
   47 	 982.28 	 1098.02 	 1171.17
   48 	 1013.86 	 1097.43 	 1172.72
   49 	 1008.99 	 1088.59 	 1190.26
   50 	 966.90 	 1085.48 	 1148.76
   51 	 972.93 	 1087.93 	 1162.73
   52 	 1003.61 	 1100.00 	 1177.78
   53 	 1007.14 	 1101.15 	 1180.81
   54 	 1015.53 	 1100.60 	 1190.14
   55 	 985.57 	 1092.38 	 1189.79
   56 	 971.26 	 1089.21 	 1190.18
   57 	 963.78 	 1093.25 	 1182.60
   58 	 940.62 	 1078.52 	 1193.75
   59 	 963.78 	 1069.46 	 1152.26
   60 	 883.01 	 1054.40 	 1137.65
   61 	 881.38 	 1078.52 	 1146.75
   62 	 1016.51 	 1090.76 	 1194.73
   63 	 939.07 	 1083.83 	 1202.54
   64 	 1015.27 	 1067.28 	 1150.75
   65 	 927.25 	 1063.71 	 1154.95
   66 	 959.50 	 1068.35 	 1151.84
   67 	 1002.96 	 1075.35 	 1126.50
   68 	 994.82 	 1068.26 	 1132.65
   69 	 944.28 	 1064.87 	 1153.82
   70 	 938.43 	 1058.43 	 1163.06
   71 	 948.28 	 1051.70 	 1154.94
   72 	 938.93 	 1055.30 	 1138.74
   73 	 924.85 	 1048.89 	 1134.88
   74 	 930.41 	 1047.43 	 1129.51
   75 	 913.48 	 1052.51 	 1148.71
   76 	 913.97 	 1054.28 	 1141.82
   77 	 909.07 	 1055.68 	 1169.69
   78 	 918.94 	 1058.90 	 1185.84
   79 	 921.77 	 1072.99 	 1152.19
   80 	 960.37 	 1085.89 	 1170.95
   81 	 987.02 	 1087.49 	 1172.18
   82 	 1021.92 	 1102.38 	 1169.47
   83 	 1034.67 	 1108.46 	 1164.44
   84 	 1000.22 	 1096.33 	 1160.14
