0	84.951207	94.691320	96.661531	11	20	29	
1	84.951207	94.691320	96.661531	11	20	29	
2	93.682589	95.838213	96.866975	11	18	27	
3	88.186954	95.989214	97.175141	11	17	27	
4	88.186954	96.085773	97.175141	11	17	25	
5	88.186954	96.231638	97.329224	11	16	23	
6	88.751926	96.367232	97.329224	10	15	23	
7	88.751926	96.487417	97.483308	9	15	23	
8	90.960452	96.673857	97.483308	9	14	23	
9	90.960452	96.737545	97.483308	9	15	23	
10	75.706215	96.499230	97.483308	9	14	23	
11	75.706215	96.352337	97.483308	9	13	23	
12	75.706215	96.442219	97.483308	9	13	23	
13	75.706215	96.788392	97.483308	8	13	19	
14	75.706215	96.858243	97.534669	8	12	19	
15	95.326143	97.110940	97.534669	8	12	19	
16	96.507447	97.213662	97.534669	8	12	19	
17	96.712892	97.240883	97.740113	8	11	18	
18	96.558808	97.258346	97.740113	7	11	18	
19	96.045198	97.269132	97.740113	7	11	18	
20	96.045198	97.269132	97.894196	7	10	18	
21	95.891115	97.326656	97.894196	6	9	18	
22	95.891115	97.365177	97.894196	6	9	18	
23	95.891115	97.370827	97.894196	6	9	18	
24	95.891115	97.398048	97.894196	6	9	15	
25	95.891115	97.408320	97.894196	6	9	15	
26	95.891115	97.417565	97.894196	6	9	15	
27	95.891115	97.433487	97.894196	6	9	15	
28	95.891115	97.455059	97.894196	6	9	15	
29	95.891115	97.478172	97.894196	6	9	15	
30	95.891115	97.479199	97.894196	5	9	15	
31	96.507447	97.499230	97.894196	5	9	15	
32	96.507447	97.520288	97.894196	5	9	15	
33	96.507447	97.526965	97.894196	5	8	15	
34	96.507447	97.556754	97.894196	5	9	15	
35	96.507447	97.563945	97.894196	5	9	15	
36	96.507447	97.566513	97.894196	5	9	15	
37	96.507447	97.574730	97.894196	5	8	15	
38	96.507447	97.575758	97.894196	5	8	15	
39	96.507447	97.574217	97.894196	5	8	15	
40	96.507447	97.587571	97.894196	5	8	15	
41	96.866975	97.611197	97.894196	5	8	12	
42	96.866975	97.606574	97.894196	5	8	12	
