0 0.02 0.07 0.46
25 0.02 0.30 0.89
50 0.22 0.50 1.41
75 0.25 0.90 3.44
100 0.36 2.17 3.87
125 2.26 3.18 4.30
150 2.34 3.41 4.40
175 2.83 3.68 4.78
200 2.95 3.84 4.94
225 3.17 4.05 4.85
250 3.35 4.51 10.58
275 3.32 9.06 11.51
300 3.89 10.15 11.57
325 9.28 10.70 11.72
350 9.72 10.96 11.73
375 10.09 11.13 12.11
400 10.08 11.25 12.28
425 10.11 11.34 12.09
450 10.51 11.52 12.13
475 10.38 11.60 12.19
500 11.09 11.71 12.19
525 10.64 11.75 12.13
550 11.04 11.85 12.13
575 6.37 11.72 12.12
600 11.45 11.94 12.13
625 5.78 11.75 12.12
650 11.56 12.00 12.12
675 10.79 11.98 12.15
700 11.61 12.01 12.13
725 11.91 12.02 12.13
750 11.95 12.03 12.12
775 11.78 12.02 12.12
800 6.31 11.81 12.12
825 11.62 12.02 12.12
850 10.09 11.96 12.12
875 11.95 12.03 12.13
900 11.75 12.03 12.13
925 11.40 12.02 12.13
950 11.45 12.01 12.13
975 11.04 12.00 12.13
1000 11.65 12.02 12.08
1025 10.39 11.97 12.08
1050 11.92 12.04 12.08
1075 11.85 12.03 12.08
1100 11.92 12.04 12.26
1125 11.92 12.04 12.08
1150 11.75 12.04 12.08
1175 11.94 12.04 12.06
1200 11.77 12.04 12.08
1225 11.99 12.05 12.08
