   0 	 900.85 	 998.69 	 1103.15
    1 	 885.39 	 1001.93 	 1112.04
    2 	 884.47 	 1008.19 	 1113.88
    3 	 898.52 	 1027.50 	 1158.41
    4 	 846.62 	 1044.93 	 1161.49
    5 	 840.22 	 1029.30 	 1165.27
    6 	 832.81 	 1027.12 	 1135.22
    7 	 830.13 	 1032.39 	 1122.11
    8 	 845.05 	 993.97 	 1143.73
    9 	 847.51 	 1042.82 	 1144.91
   10 	 833.47 	 1051.30 	 1143.59
   11 	 837.59 	 1065.76 	 1139.09
   12 	 839.08 	 1053.50 	 1125.56
   13 	 847.64 	 1059.64 	 1137.48
   14 	 839.63 	 1047.88 	 1134.06
   15 	 840.45 	 1027.71 	 1120.24
   16 	 835.20 	 1023.70 	 1121.97
   17 	 822.88 	 1028.31 	 1120.69
   18 	 851.23 	 1051.63 	 1141.05
   19 	 850.90 	 1034.79 	 1129.64
   20 	 842.59 	 1043.90 	 1144.80
   21 	 837.14 	 1039.29 	 1147.56
   22 	 916.86 	 1055.80 	 1145.38
   23 	 928.99 	 1051.11 	 1143.48
   24 	 934.33 	 1035.41 	 1130.51
   25 	 934.72 	 1027.91 	 1148.82
   26 	 932.92 	 993.63 	 1142.52
   27 	 929.67 	 988.75 	 1094.91
   28 	 922.62 	 976.82 	 1122.52
   29 	 920.14 	 975.29 	 1066.96
   30 	 910.97 	 987.20 	 1064.77
   31 	 928.17 	 978.11 	 1061.19
   32 	 865.91 	 982.85 	 1072.39
   33 	 900.94 	 970.57 	 1064.26
   34 	 893.18 	 966.11 	 1025.96
   35 	 891.25 	 965.90 	 1039.70
   36 	 899.22 	 971.00 	 1066.82
   37 	 906.06 	 976.63 	 1063.74
   38 	 923.26 	 984.01 	 1042.16
   39 	 907.73 	 994.23 	 1088.21
   40 	 935.91 	 992.86 	 1080.82
   41 	 922.24 	 992.24 	 1063.57
   42 	 925.19 	 994.37 	 1084.33
   43 	 929.89 	 1000.01 	 1072.60
   44 	 865.97 	 983.36 	 1077.29
   45 	 918.23 	 992.20 	 1088.44
   46 	 925.66 	 999.50 	 1089.50
   47 	 925.43 	 1004.81 	 1091.78
   48 	 913.59 	 1023.03 	 1082.67
   49 	 910.65 	 1023.00 	 1087.30
   50 	 959.73 	 1032.06 	 1097.63
   51 	 972.14 	 1026.90 	 1108.80
   52 	 916.66 	 1033.82 	 1108.77
   53 	 918.34 	 1022.13 	 1114.28
   54 	 953.37 	 1036.82 	 1131.48
   55 	 912.49 	 1045.14 	 1137.54
   56 	 922.46 	 1024.87 	 1131.09
   57 	 928.44 	 1035.34 	 1114.22
   58 	 946.57 	 1031.54 	 1111.95
   59 	 957.55 	 1028.35 	 1107.07
   60 	 961.93 	 1028.67 	 1116.58
   61 	 950.16 	 1027.31 	 1109.75
   62 	 966.56 	 1049.76 	 1110.46
   63 	 930.52 	 1054.02 	 1111.34
   64 	 947.85 	 1057.27 	 1117.06
   65 	 981.29 	 1063.18 	 1115.76
   66 	 983.00 	 1076.34 	 1122.62
   67 	 993.77 	 1075.88 	 1130.24
   68 	 979.71 	 1071.62 	 1125.80
   69 	 966.36 	 1061.68 	 1114.40
   70 	 973.46 	 1065.50 	 1125.87
   71 	 986.59 	 1074.58 	 1142.99
   72 	 981.06 	 1071.76 	 1134.54
   73 	 1014.47 	 1070.20 	 1137.23
   74 	 1004.67 	 1074.44 	 1136.23
 
