0	54.268841	70.689380	61.305079	
1	55.567709	73.099224	63.134383	
2	55.783848	73.070245	63.660404	
3	55.350372	73.805580	64.203374	
4	56.469056	74.532748	64.754599	
5	56.516682	75.159886	65.370340	
6	56.524230	76.499154	65.563049	
7	56.394484	77.264675	66.065151	
8	56.934034	77.233659	66.580201	
9	56.498644	78.013484	66.889765	
10	57.592478	78.695114	67.427866	
11	58.063573	79.029736	67.980985	
12	58.602895	79.618221	68.561758	
13	58.852579	80.137420	69.216793	
14	59.620482	81.048968	70.014961	
15	59.693684	82.238798	70.684854	
16	60.546557	83.058184	71.511794	
17	60.900768	83.077527	72.207792	
18	61.268171	84.533576	72.840775	
19	61.757643	85.283349	73.754196	
20	62.885856	86.245551	74.788583	
21	63.472130	86.689881	75.856098	
22	64.934582	87.645805	76.823142	
23	65.435952	88.658966	77.790369	
24	67.165933	89.306482	78.838306	
25	67.542365	90.454348	79.614766	
26	68.472957	90.987868	80.762941	
27	70.698432	91.632430	81.894283	
28	71.312960	92.083890	83.106632	
29	72.725660	93.257373	84.358918	
30	73.942446	93.568457	85.380422	
31	75.400418	94.331663	86.663811	
32	75.643298	94.548423	87.534467	
33	77.992488	95.267192	88.809367	
34	78.921822	95.824344	89.888663	
35	79.838005	96.130708	90.747749	
36	81.362652	96.537193	91.530203	
37	82.514885	97.001778	92.234017	
38	84.435968	97.590604	92.951690	
39	84.892721	97.676612	93.677441	
40	85.836219	98.020703	94.191267	
41	87.062224	98.195498	94.947985	
42	85.860842	98.565846	95.350193	
43	87.330222	99.068827	95.873332	
44	89.211949	99.248370	96.316071	
45	90.053738	99.255811	96.834070	
46	91.417114	99.458511	97.204095	
47	91.437608	99.686767	97.667463	
48	92.606924	99.958209	97.981124	
49	93.760218	100.154066	98.317397	
50	92.963782	100.357785	98.488788	
51	91.954595	100.395384	98.784863	
52	94.348670	100.479194	99.074592	
53	93.241249	100.570694	99.399543	
54	93.796793	100.696823	99.713099	
55	94.581786	100.701410	99.873401	
56	94.178544	100.789258	100.031955	
57	95.288837	100.993034	100.261329	
58	96.555478	101.295034	100.392802	
59	95.188401	101.409163	100.503803	
60	97.142939	101.462820	100.671588	
61	97.003701	101.630937	100.821749	
62	96.213170	101.633782	100.948218	
63	98.213133	101.728453	101.148034	
64	98.184689	101.859788	101.250824	
65	96.356500	101.971535	101.323934	
66	96.450429	102.092754	101.419117	
67	98.717916	102.314811	101.546480	
68	98.415200	102.334430	101.646694	
69	97.022281	102.547361	101.725390	
70	97.536514	102.645122	101.824267	
71	98.239619	102.654239	101.923754	
72	96.653949	102.737852	101.999748	
73	98.429023	102.995556	102.171476	
74	97.772166	103.163910	102.263408	
75	97.403226	103.283751	102.400980	
76	97.325591	103.364303	102.511092	
77	97.566033	103.636460	102.653254	
78	97.999242	103.675670	102.788361	
79	99.534686	103.776331	102.949851	
80	99.056819	103.964208	103.073872	
81	99.144458	104.052199	103.218910	
82	98.265375	104.102088	103.333890	
83	99.510017	104.102088	103.467506	
84	99.771909	104.105555	103.587968	
85	97.928554	104.123500	103.687469	
86	99.439376	104.128059	103.789950	
87	99.224315	104.390295	103.864779	
88	99.020202	104.390295	103.935443	
89	98.431880	104.604243	103.964071	
90	100.367625	104.693923	104.056462	
91	98.778484	104.870770	104.102707	
92	100.417384	104.859639	104.236432	
93	100.039431	105.050662	104.308189	
94	97.882119	105.340645	104.399490	
95	99.810247	105.506552	104.531268	
96	99.136420	105.630664	104.653554	
97	100.691719	105.635839	104.829221	
98	100.700137	105.660697	104.965379	
99	100.025000	105.770364	105.107287	
100	100.554204	105.786890	105.229190	
101	101.244391	105.886435	105.352310	
102	100.254118	105.914715	105.460686	
103	101.584823	106.071702	105.536846	
104	99.758251	106.138550	105.572357	
105	102.065206	106.155662	105.671229	
106	102.558568	106.150475	105.747582	
107	100.737266	106.174358	105.767596	
108	101.026136	106.391117	105.888082	
109	101.761390	106.475281	105.997609	
110	101.797208	106.534250	106.043904	
111	100.648714	106.744580	106.046381	
112	102.099779	106.780381	106.103022	
113	101.074235	106.835877	106.160425	
114	101.552237	106.850096	106.285599	
115	101.738970	106.981729	106.396711	
116	101.894939	107.065305	106.456527	
117	101.730280	107.076019	106.616103	
118	102.318107	107.065305	106.693485	
119	101.734933	107.334073	106.737317	
120	102.773552	107.355258	106.846354	
121	102.226816	107.366664	106.894099	
122	102.275284	107.387233	106.985175	
123	100.882718	107.387233	107.003422	
124	102.002703	107.417577	107.102020	
125	100.536072	107.777431	107.182042	
126	102.236244	107.777431	107.227443	
127	103.659708	107.809444	107.276892	
128	101.391981	107.862234	107.295810	
129	102.198288	107.919987	107.335182	
130	102.736936	107.956174	107.402419	
131	102.865474	108.070665	107.492251	
132	102.386021	108.270238	107.580865	
133	104.394543	108.380485	107.722940	
134	102.773788	108.429499	107.772171	
135	103.408785	108.469728	107.843960	
136	103.719543	108.511856	107.957298	
137	103.765011	108.628236	108.107935	
138	103.509557	108.744654	108.194207	
139	104.555136	108.759086	108.289119	
140	102.384149	108.819163	108.322661	
141	104.172548	108.881972	108.391805	
142	103.716001	108.924668	108.432836	
143	104.913513	108.928138	108.535792	
144	102.654740	108.973579	108.569646	
145	103.489876	109.072729	108.661010	
146	104.352538	109.175181	108.753174	
147	104.051568	109.245534	108.784461	
148	103.519959	109.331170	108.793868	
149	105.001310	109.331170	108.857920	
150	103.759180	109.435217	108.903058	
151	103.004352	109.425826	108.973816	
152	105.443892	109.425826	109.078534	
153	105.189567	109.465003	109.140656	
154	104.472629	109.465003	109.158348	
155	104.710892	109.465003	109.202030	
156	104.790898	109.474981	109.247914	
157	104.906840	109.544451	109.276715	
