0	161.183548	182.062129	171.123646	
1	163.838601	183.243924	173.074351	
2	163.578001	184.792513	173.774969	
3	164.185604	185.463074	174.539098	
4	164.654755	185.847371	175.221385	
5	164.918564	186.168939	175.765492	
6	165.754865	187.127336	176.291799	
7	165.939295	188.097874	177.015844	
8	166.562870	189.132255	177.466313	
9	167.163607	189.655650	178.023143	
10	167.733245	190.311852	178.490466	
11	167.550922	190.281878	178.841307	
12	167.767960	191.063495	179.614362	
13	168.283846	191.805351	180.175863	
14	168.773880	192.899074	180.985820	
15	170.606581	192.948398	181.802586	
16	170.671685	193.989943	182.390492	
17	172.031012	193.976789	183.256944	
18	171.799103	195.214404	184.035513	
19	173.183673	195.761594	185.097950	
20	174.238472	196.777958	186.023168	
21	175.361146	196.853299	186.684875	
22	175.795000	197.948190	187.602305	
23	176.515252	198.569817	188.460969	
24	177.637168	199.365535	189.462381	
25	179.034723	199.934900	190.260545	
26	179.367253	200.702280	191.166623	
27	180.362516	201.595583	192.024685	
28	181.026345	202.199181	192.862626	
29	182.401424	203.078632	193.854335	
30	183.439847	203.686899	194.805958	
31	184.555037	204.322912	195.809957	
32	184.943878	204.943739	196.716822	
33	186.753267	205.814860	197.802881	
34	188.388046	206.652284	198.966160	
35	189.743984	207.156882	199.795434	
36	190.989487	208.467254	200.843084	
37	191.934620	208.896570	201.823565	
38	192.378488	209.523463	202.833847	
39	193.966447	210.322145	203.609562	
40	195.067921	210.867292	204.577464	
41	195.883534	211.148006	205.348238	
42	196.944339	211.876470	206.127556	
43	197.720629	212.741113	206.941024	
44	199.287118	213.372666	207.822431	
45	200.720588	213.693826	208.623374	
46	201.937070	214.053146	209.374821	
47	203.332500	214.524254	210.263172	
48	204.056698	214.816023	210.929887	
49	204.642675	215.330549	211.655510	
50	205.796239	215.791540	212.282403	
51	207.539141	216.112878	212.977211	
52	208.156801	216.503185	213.523013	
53	209.068012	216.983175	214.005130	
54	209.585872	217.392435	214.558955	
55	210.014398	217.745522	215.085248	
56	211.448312	218.333565	215.656967	
57	212.209067	218.707852	216.233831	
58	213.402344	218.989935	216.709457	
59	213.632030	219.188781	217.191314	
60	214.018898	219.623520	217.649031	
61	214.909502	219.708216	218.112790	
62	215.233095	219.974785	218.505977	
63	216.232529	220.266665	218.862871	
64	216.352896	220.480444	219.180565	
65	217.036066	220.682898	219.485764	
66	217.331534	220.807453	219.701242	
67	217.898559	220.982593	219.948486	
68	218.139310	221.141354	220.157307	
69	218.361217	221.308476	220.359267	
70	218.855294	221.402865	220.576139	
71	218.735525	221.540138	220.782989	
72	218.943796	221.702687	220.942570	
73	219.705446	221.900119	221.124123	
74	219.619646	222.041317	221.253756	
75	219.823482	222.190415	221.419368	
76	219.913761	222.379240	221.546198	
