0 831.15 996.07 1129.99
35 847.74 1004.26 1134.19
70 858.57 1008.09 1129.70
105 860.84 1012.05 1129.14
140 876.39 1017.97 1129.61
175 883.58 1019.63 1128.67
210 884.53 1023.56 1130.87
245 891.76 1025.51 1131.68
280 899.76 1024.15 1130.56
315 903.69 1029.54 1126.56
350 908.03 1031.82 1128.43
385 916.34 1035.82 1131.39
420 921.85 1036.79 1136.79
455 921.75 1034.82 1130.03
490 926.21 1037.09 1132.12
525 934.96 1036.86 1125.90
560 942.19 1038.87 1125.81
595 943.71 1043.42 1126.33
630 941.84 1044.95 1128.84
665 945.33 1049.86 1134.12
700 955.95 1054.05 1133.05
735 959.98 1054.59 1133.86
770 956.35 1055.73 1134.48
805 961.50 1058.08 1132.61
840 958.12 1057.48 1135.01
875 959.82 1057.51 1134.01
910 963.91 1060.54 1132.81
945 967.92 1063.00 1134.01
980 977.46 1066.70 1137.35
1015 981.18 1069.95 1140.81
1050 986.88 1071.68 1136.21
1085 989.40 1074.59 1137.48
1120 999.09 1076.62 1140.25
1155 999.71 1077.48 1139.59
1190 1002.55 1078.96 1141.31
1225 1003.71 1076.95 1140.13
1260 1000.50 1075.41 1140.32
1295 1000.34 1076.81 1138.47
1330 1002.73 1078.49 1138.46
1365 1000.21 1078.34 1139.21
1400 1006.69 1079.47 1139.64
1435 1000.28 1079.60 1136.23
1470 1002.02 1079.68 1133.87
1505 1003.57 1081.12 1135.43
1540 1006.32 1081.84 1135.68
1575 1011.21 1084.51 1138.00
1610 1012.76 1084.02 1134.85
1645 1017.63 1086.20 1135.51
1680 1019.97 1087.20 1136.52
1715 1022.04 1091.06 1139.24
1750 1027.40 1091.25 1137.68
1785 1031.96 1090.69 1135.58
1820 1030.11 1091.87 1139.00
1855 1030.55 1092.89 1138.12
1890 1033.58 1092.67 1137.35
1925 1038.04 1092.44 1137.37
1960 1039.05 1093.13 1138.25
1995 1037.85 1093.13 1137.02
2030 1038.43 1093.23 1136.17
2065 1040.96 1093.57 1135.92
2100 1039.62 1093.90 1136.80
2135 1043.09 1095.29 1136.29
2170 1045.41 1095.21 1137.48
2205 1049.27 1095.34 1134.98
2240 1047.21 1094.84 1131.89
2275 1048.87 1096.14 1134.18
2310 1047.27 1096.28 1132.86
2345 1052.25 1096.56 1135.69
2380 1053.68 1096.77 1135.51
2415 1054.94 1097.38 1135.03
2450 1054.27 1097.67 1135.56
2485 1053.77 1097.49 1131.45
2520 1057.17 1099.54 1132.10
2555 1057.56 1098.69 1132.67
2590 1059.70 1099.25 1132.59
2625 1057.87 1099.73 1135.67
2660 1059.17 1099.70 1135.79
2695 1059.30 1101.06 1131.87
2730 1058.02 1102.10 1132.68
2765 1061.43 1101.54 1132.17
2800 1060.97 1101.61 1131.11
2835 1062.76 1101.82 1132.39
2870 1066.12 1101.36 1132.05
2905 1065.65 1101.96 1134.33
2940 1070.42 1101.56 1132.54
2975 1069.06 1102.87 1132.96
3010 1065.32 1101.79 1131.06
3045 1068.95 1102.63 1131.77
3080 1071.93 1103.19 1134.19
3115 1071.85 1102.15 1134.57
3150 1071.75 1102.11 1131.22
3185 1071.95 1102.66 1132.05
3220 1070.08 1102.34 1132.01
3255 1064.36 1101.89 1130.79
3290 1066.92 1101.85 1130.46
3325 1067.05 1102.14 1130.67
3360 1068.19 1102.42 1131.06
3395 1067.82 1103.44 1133.23
3430 1068.65 1104.32 1132.60
3465 1070.88 1104.73 1134.47
3500 1071.16 1105.36 1133.23
3535 1071.12 1104.77 1133.25
3570 1072.12 1104.86 1131.93
3605 1070.82 1105.10 1133.41
3640 1069.28 1104.48 1131.25
