Id,Chrom,Accuracy,NumBits,Time
00,1000111000000100000000001010001101000001,97.7401,5,3.03223
01,0000111000000100000000001010001101000001,98.3564,8,2.38688
02,0000111000000100000000001010001101000001,98.3564,8,2.38688
03,0000111000000100000000001010001101000001,98.0996,7,2.46957
04,0000111000000100000000001010001101000001,98.0996,7,3.56557
05,0000111000000100000000001010001101000001,98.3564,8,2.38688
06,0000111000000100000000001010001101000001,97.9969,6,3.22374
07,0000111000100100000000001010001101000001,98.3564,8,2.38688
08,0000111000000100000000001010001101000001,98.3564,8,2.38688
09,0000111000000100000000001010001101000001,98.3564,8,2.38688
10,0100111000000100000000001010001101000001,98.3564,8,2.38688
11,0000111000100100000000001010001101000001,98.3564,8,2.38688
12,0000111000000100000000001010001101000001,98.3564,8,2.38688
13,0000111000000100000000001010001101000001,98.3564,8,2.38688
14,0000111000000100000000001010001101000001,98.3564,8,2.38688
15,0000111000000100000000001010001101000001,98.3564,8,2.38688
16,0000111000000100000000001010001101000001,98.3564,8,2.38688
17,0000111000000100000000001010001101000001,98.3564,8,2.38688
18,0000111000000100000000001010001101000001,98.3564,8,2.38688
19,0000111000000100000000001010001101000001,98.3564,8,2.38688
20,0000111000000100000000001010001101000001,98.3564,8,2.38688
21,0000111000000100000000001010001101000001,98.3564,8,2.38688
22,0000111000000100000000001010001101000001,98.3564,8,2.38688
23,0000111000000100000000001010001101000001,98.3564,8,2.38688
24,0000111000000100000000001010001101000001,98.3564,8,2.38688
25,0000111000000100000000001010001101000001,98.3564,8,2.38688
26,0000111000000100000000001010001101000001,98.3564,8,2.38688
27,0000111000000100000000001010001101000001,98.3564,8,2.38688
28,0000111000000100000000001010001101000001,98.3564,8,2.38688
29,0000111000000100000000001010001101000001,98.3564,8,2.38688
30,0000111000000100000000001010001101000001,98.3564,8,2.38688
31,0000111000000100000000001010001101000001,98.3564,8,2.38688
32,0000111000100100000000001010001101000001,98.3564,8,2.38688
33,0000111000000100000000001010001101000001,98.3564,8,2.38688
34,0000111000000100000000001010001101000001,98.3564,8,2.38688
35,0000111000000100000000001010001101000001,98.3564,8,2.38688
36,0000111000000100000000001010001101000001,98.3564,8,2.38688
37,0000111000000100000000001010001101000001,98.3564,8,2.38688
38,0000111000000100000000001010001101000001,98.3564,8,2.38688
39,0000111000000100000000001010001101000001,98.3564,8,2.38688
40,0000111000000100000000001010001101000001,98.3564,8,2.38688
41,0000111000000100000000001010001101000001,98.3564,8,2.38688
42,0000111000000100000000001010001101000001,98.3564,8,2.38688
43,0000111000000100000000001010001101000001,98.3564,8,2.38688
44,0000111000000100000000001010001101000001,98.3564,8,2.38688
45,0000111000000100000000001010001101000001,98.3564,8,2.38688
46,0000111000000100000000001010001101000001,98.3564,8,2.38688
47,0000111000000100000000001010001101000001,98.3564,8,2.38688
48,0000111000000100000000001010001101000001,98.3564,8,2.38688
49,0000111000000100000000001010001101000001,98.3564,8,2.38688
50,0000111000000100000000001010001101000001,98.3564,8,2.38688
51,0000111000000100000000001010001101000001,98.3564,8,2.38688
52,0000111000000100000000001010001101000001,98.3564,8,2.38688
53,0000111000000100000000001010001101000001,98.3564,8,2.38688
54,0000111000000100000000001010001101000001,98.3564,8,2.38688
55,0000111000000100000000001010001101000001,98.3564,8,2.38688
56,0000111000000100000000001010001101000001,98.3564,8,2.38688
57,0000111000000100000000001010001101000001,98.3564,8,2.38688
58,0000111000000100000000001010001101000001,98.3564,8,2.38688
59,0000111000000100000000001010001101000001,98.3564,8,2.38688
60,0000111000000100000000001010001101000001,98.3564,8,2.38688
61,0000111000000100000000001010001101000001,98.3564,8,2.38688
62,0000111000000100000000001010001101000001,98.3564,8,2.38688
63,0000111000000100000000001010001101000001,98.3564,8,2.38688
64,0000111000000100000000001010001101000001,98.3564,8,2.38688
65,0000111000000100000000001010001101000001,98.3564,8,2.38688
66,0000111000000100000000001010001101000001,98.3564,8,2.38688
67,0000111000000100000000001010001101000001,98.3564,8,2.38688
68,0000111000000100000000001010001101000001,98.3564,8,2.38688
69,0000111000000100000000001010001101000001,98.3564,8,2.38688
70,0000111000000100000000001010001101000001,98.3564,8,2.38688
71,1000111000000100000000001010001101000001,98.3564,8,2.38688
72,0000111000000100000000001010001101000001,98.3564,8,2.38688
73,0000111000000100000000001010001101000001,98.3564,8,2.38688
74,0000111000000100000000001010001101000001,98.3564,8,2.38688
75,0000111000000100000000001010001101000001,98.3564,8,2.38688
76,0000111000000100000000001010001101000001,98.3564,8,2.38688
77,0000111000000100000000001010001101000001,98.3564,8,2.38688
78,0000111000000100000000001010001101000001,98.3564,8,2.38688
79,0000111000000100000000001010001101000001,98.3564,8,2.38688
80,0000111000000100000000001010001101000001,98.3564,8,2.38688
81,0000111000000100000000001010001101000001,98.3564,8,2.38688
82,0000111000000100000000001010001101000001,98.3564,8,2.38688
83,0000111000000100000000001010001101000001,98.3564,8,2.38688
84,0000111000000100000000001010001101000001,98.3564,8,2.38688
85,0000111000000100000000001010001101000001,98.3564,8,2.38688
86,0000111000000100000000001010001101000001,98.3564,8,2.38688
87,0000111000000100000000001010001101000001,98.3564,8,2.38688
88,0000111000000100000000001010001101000001,98.3564,8,2.38688
89,0000111000000100000000001010001101000001,98.3564,8,2.38688
90,0000111000000100000000001010001101000001,98.3564,8,2.38688
91,0000111000000100000000001010001101000001,98.3564,8,2.38688
92,0000111000000100000000001010001101000001,98.3564,8,2.38688
93,0000111000000100000000001010001101000001,98.3564,8,2.38688
94,0000111000000100000000001010001101000001,98.3564,8,2.38688
95,0000111000000100000000001010001101000001,98.3564,8,2.38688
96,0000111000000100000000001010001101000001,98.3564,8,2.38688
97,0000111000000100000000001010001101000001,98.3564,8,2.38688
98,0000111000000100000000001010001101000001,98.3564,8,2.38688
99,0000111000000100000000001010001101000001,98.3564,8,2.38688
00,0000111000000100000000001010001101000001,97.7401,5,3.03223
01,0000111000000100000000001010001101000001,98.3564,8,2.38688
02,0000111000000100000000001010001101000001,98.3564,8,2.38688
03,0000111000000100000000001010001101000001,98.3564,8,2.38688
04,0000111000000100000000001010001101000001,98.3564,8,2.38688
05,0000111000000100000000001010001101000001,98.3564,8,2.38688
06,0000111000000100000000001010001101000001,98.3564,8,2.38688
07,0000111000000100000000001010001101000001,98.3564,8,2.38688
08,0000111000000100000000001010001101000001,98.3564,8,2.38688
09,0000111000000100000000001010001101000001,98.3564,8,2.38688
10,0000111000000100000000001010001101000001,98.3564,8,2.38688
11,0000111000000100000000001010001101000001,98.3564,8,2.38688
12,0000111000000100000000001010001101000001,98.3564,8,2.38688
13,0000111000000100000000001010001101000001,98.3564,8,2.38688
14,0000111000000100000000001010001101000001,98.3564,8,2.38688
15,0000111000000100000000001010001101000001,98.3564,8,2.38688
16,0000111000000100000000001010001101000001,98.3564,8,2.38688
17,0000111000000100000000001010001101000001,98.3564,8,2.38688
