0 0.000 0.072 1.171
25 0.007 0.915 1.719
50 0.646 1.215 2.308
75 0.568 1.579 2.610
100 0.683 2.257 2.605
125 1.122 2.449 2.899
150 1.763 2.619 2.937
175 1.216 2.680 2.944
200 2.054 2.798 2.912
225 1.737 2.810 2.991
250 1.049 2.776 2.903
275 1.467 2.805 2.967
300 1.386 2.796 3.122
325 1.873 2.837 3.130
350 1.857 2.843 3.136
375 2.086 2.870 3.073
400 1.767 2.875 3.393
425 2.207 2.990 3.462
450 2.308 3.143 3.535
475 2.123 3.195 3.457
500 2.706 3.295 3.456
525 2.017 3.267 3.456
550 1.587 3.279 3.457
575 2.168 3.324 3.460
600 2.165 3.324 3.463
625 1.684 3.305 3.487
650 2.252 3.343 3.487
675 2.949 3.382 3.490
700 2.679 3.391 3.744
725 1.396 3.349 3.750
750 1.969 3.378 3.741
775 3.041 3.442 3.741
800 2.707 3.419 3.742
825 1.596 3.398 3.849
850 2.416 3.480 3.806
875 3.108 3.525 4.042
900 2.906 3.573 3.870
925 2.948 3.597 4.040
950 2.543 3.641 3.990
975 2.637 3.689 4.046
1000 2.153 3.708 4.027
1025 1.885 3.716 4.050
1050 2.377 3.800 4.072
1075 2.787 3.852 4.119
1100 2.485 3.817 4.159
1125 2.510 3.849 4.131
1150 3.006 3.905 4.131
1175 2.488 3.887 4.127
1200 2.288 3.873 4.109
1225 2.281 3.899 4.112
1250 1.859 3.841 4.192
1275 1.866 3.856 4.136
1300 2.308 3.913 4.139
1325 2.459 3.947 4.116
1350 2.167 3.940 4.119
1375 2.361 3.939 4.118
1400 3.099 3.968 4.118
1425 2.610 3.967 4.118
1450 2.112 3.949 4.141
1475 1.677 3.917 4.168
1500 1.957 3.952 4.178
1525 2.469 3.984 4.671
1550 3.032 4.135 4.707
1575 2.424 4.383 4.723
1600 2.995 4.489 4.797
1625 3.994 4.528 4.770
1650 2.038 4.341 4.702
1675 3.938 4.584 6.270
1700 3.888 4.780 6.275
1725 4.050 5.297 6.279
1750 3.651 5.713 6.277
1775 3.540 5.914 6.330
1800 2.888 6.027 6.267
1825 4.318 6.097 6.267
1850 5.256 6.156 7.152
