   0 	 0.000 	 0.058 	 0.760
    1 	 0.003 	 0.420 	 1.436
    2 	 0.183 	 0.822 	 1.744
    3 	 0.003 	 1.443 	 14.861
    4 	 0.008 	 5.005 	 14.861
    5 	 0.467 	 11.374 	 14.861
    6 	 0.171 	 12.073 	 20.492
    7 	 0.004 	 9.539 	 20.492
    8 	 0.004 	 12.762 	 20.492
    9 	 0.010 	 13.430 	 20.492
   10 	 0.793 	 17.584 	 21.451
   11 	 0.002 	 16.718 	 21.451
   12 	 0.022 	 16.089 	 21.451
   13 	 0.010 	 17.184 	 21.451
   14 	 0.010 	 15.197 	 21.762
   15 	 0.038 	 18.041 	 21.762
   16 	 0.015 	 18.087 	 21.762
   17 	 0.038 	 18.105 	 21.762
   18 	 0.015 	 17.731 	 21.762
   19 	 0.005 	 16.128 	 21.762
   20 	 0.002 	 15.507 	 21.451
   21 	 0.021 	 19.188 	 21.451
   22 	 0.010 	 16.570 	 21.451
   23 	 0.003 	 14.507 	 21.762
   24 	 0.038 	 18.590 	 21.762
   25 	 0.037 	 16.422 	 21.762
   26 	 0.002 	 16.253 	 21.470
   27 	 0.005 	 15.960 	 21.451
   28 	 0.005 	 12.873 	 21.451
   29 	 7.823 	 18.575 	 21.451
   30 	 9.724 	 19.619 	 21.451
   31 	 0.010 	 17.597 	 21.451
   32 	 0.005 	 16.424 	 21.451
   33 	 0.010 	 16.185 	 21.451
   34 	 0.002 	 16.954 	 21.762
   35 	 0.021 	 16.676 	 21.762
   36 	 0.004 	 15.762 	 21.762
   37 	 0.002 	 14.673 	 21.868
   38 	 0.021 	 17.976 	 21.868
   39 	 0.070 	 17.574 	 21.868
 
