0 0.02 0.07 0.50
40 0.02 0.21 0.55
80 0.04 0.39 0.60
120 0.23 0.50 1.76
160 0.27 1.34 2.26
200 1.45 1.86 3.71
240 1.48 2.26 3.77
280 1.94 2.65 3.81
320 1.97 3.27 3.91
360 2.04 3.67 4.87
400 3.51 4.20 4.90
440 4.41 4.71 4.92
480 4.36 4.76 5.37
520 4.57 4.86 5.37
560 4.59 5.07 5.36
600 4.64 5.27 6.19
640 4.64 5.34 6.19
680 5.16 5.43 6.19
720 5.18 5.54 6.18
760 5.19 5.75 6.20
800 5.13 5.99 6.20
840 5.13 6.00 6.22
880 5.10 6.08 6.22
920 5.11 6.13 6.22
960 5.00 6.13 6.25
1000 5.19 6.15 6.34
1040 6.04 6.19 6.35
1080 5.97 6.22 6.37
1120 4.16 6.21 6.37
1160 6.03 6.31 6.39
1200 4.93 6.30 6.48
1240 6.25 6.34 6.48
1280 6.25 6.35 6.43
1320 5.88 6.35 6.43
1360 6.11 6.37 6.43
1400 6.05 6.37 6.43
1440 6.15 6.38 6.43
1480 5.14 6.36 6.43
1520 4.02 6.34 6.44
1560 5.37 6.38 6.44
1600 6.16 6.40 6.44
1640 6.14 6.39 6.45
1680 6.25 6.39 6.45
1720 6.28 6.39 6.45
1760 6.26 6.39 6.45
1800 6.28 6.39 6.47
1840 6.26 6.38 6.45
1880 5.24 6.41 9.01
1920 4.42 6.45 11.04
1960 6.20 6.71 11.04
2000 6.26 7.50 11.04
2040 6.28 8.58 11.03
2080 4.14 9.20 11.05
2120 6.71 10.20 26.41
2160 6.63 14.89 26.41
2200 6.70 22.76 26.69
2240 21.34 25.76 26.41
2280 21.38 25.86 26.69
2320 24.34 26.19 26.70
2360 25.91 26.25 26.69
2400 25.20 26.26 26.70
2440 11.97 25.92 26.70
2480 25.93 26.30 26.69
2520 25.89 26.35 26.69
2560 26.10 26.38 26.71
2600 23.80 26.37 26.71
2640 23.88 26.42 26.71
2680 25.95 26.46 26.71
2720 25.95 26.48 26.71
2760 24.88 26.48 26.71
2800 26.07 26.52 26.71
2840 24.49 26.53 26.71
2880 25.65 26.55 26.71
2920 21.58 26.44 26.71
2960 24.95 26.54 26.71
3000 21.30 26.41 26.71
3040 10.07 26.18 26.71
3080 26.09 26.60 26.71
3120 25.89 26.66 28.31
3160 26.25 26.73 28.30
