0 12.60 25.02 37.60
50 14.23 26.37 37.80
100 15.60 27.45 38.10
150 17.03 28.46 38.97
200 17.70 29.33 39.53
250 19.73 30.35 40.07
300 20.30 31.04 41.00
350 21.43 31.72 41.10
400 22.83 32.42 41.13
450 22.87 32.97 41.40
500 23.87 33.66 41.90
550 23.60 34.12 42.40
600 24.37 34.62 42.60
650 25.63 35.22 42.73
700 26.37 35.76 42.77
750 27.07 36.13 43.07
800 27.63 36.49 42.80
850 28.17 36.87 43.27
900 28.93 37.20 43.20
950 29.23 37.49 43.40
1000 29.70 37.74 43.50
1050 29.73 38.02 43.87
1100 30.27 38.18 43.77
1150 30.67 38.39 43.57
1200 31.20 38.61 43.80
1250 30.93 38.68 43.90
1300 31.00 38.86 44.07
1350 31.37 38.93 43.70
1400 32.20 39.09 43.73
1450 32.17 39.28 43.80
1500 32.17 39.40 44.07
1550 33.07 39.62 44.03
1600 33.13 39.83 44.37
1650 33.37 40.02 44.40
1700 33.03 40.15 44.50
1750 33.33 40.27 44.47
1800 34.03 40.47 44.57
1850 34.70 40.67 44.60
1900 34.77 40.81 44.77
1950 35.40 40.90 44.93
2000 35.67 41.01 45.03
2050 35.57 41.15 44.87
2100 35.87 41.28 44.90
2150 35.87 41.28 44.80
2200 35.87 41.45 44.80
2250 36.33 41.43 44.83
2300 36.60 41.53 44.83
2350 36.70 41.55 44.77
2400 37.00 41.72 45.00
2450 37.43 41.80 45.07
2500 37.10 41.86 45.13
2550 37.00 41.85 44.97
2600 37.13 41.80 44.87
2650 37.03 41.82 44.83
2700 37.30 41.89 44.97
2750 37.27 42.00 45.07
2800 37.70 42.08 44.90
2850 37.43 42.14 44.87
2900 37.50 42.17 45.03
2950 37.93 42.14 44.97
3000 37.73 42.11 44.90
3050 38.00 42.12 44.73
3100 38.20 42.15 44.70
3150 38.17 42.23 44.70
3200 38.20 42.27 44.77
3250 38.17 42.29 44.83
3300 37.87 42.26 44.93
3350 38.13 42.32 44.83
3400 38.07 42.35 44.87
3450 38.50 42.39 44.87
3500 37.97 42.32 44.70
3550 37.77 42.28 44.77
3600 38.00 42.30 44.67
3650 38.07 42.34 44.67
3700 37.67 42.34 44.70
3750 38.17 42.31 44.60
3800 38.33 42.31 44.63
3850 37.90 42.29 44.50
3900 37.83 42.33 44.50
3950 38.17 42.34 44.63
4000 38.57 42.37 44.63
4050 38.37 42.45 44.43
4100 38.40 42.40 44.60
4150 38.70 42.37 44.50
4200 38.53 42.43 44.53
4250 38.50 42.49 44.53
4300 38.63 42.51 44.57
4350 38.57 42.54 44.57
4400 38.97 42.59 44.60
4450 38.67 42.58 44.57
